customer_id,subscription_type,plan_type,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,csat_score,customer_age,gender,signup_source,payment_method,churn,tenure_days,discount_used_last_renewal_encoded,auto_renew_encoded,previous_renewal_status_encoded,downgrade_history_encoded
452,Digital+Print,Monthly,7.04,6,0,0.16,15.68,North America,Finance,0.87,0,Mobile,,0.06,79,-0.07,4,27,Other,Web,Debit Card,0,1731,1,1,1,0
453,Digital,Annual,3.52,22,2,0.17,6.34,Europe,Technology,0.53,0,Desktop,,0.29,-79,0.57,2,59,Male,Mobile App,Credit Card,0,634,0,1,1,0
454,Espresso,Monthly,1.49,26,3,0.76,10.51,Asia,Politics,0.99,1,Desktop,Newsletter Promo,0.39,-41,0.19,3,28,Female,Mobile App,Credit Card,1,1142,0,1,1,0
455,Digital,Monthly,2.86,12,2,0.02,7.99,Europe,Culture,0.8,1,Mobile,,0.28,37,-0.46,2,46,Male,Web,PayPal,0,1054,0,1,1,0
456,Espresso,Annual,0.34,11,1,0.56,14.72,Others,Finance,0.34,2,Tablet,,0.24,-17,0.0,1,57,Male,Mobile App,Credit Card,0,1073,0,0,1,0
457,Digital,Monthly,2.88,17,1,0.38,15.24,Asia,Environment,0.32,1,Desktop,,0.06,27,0.77,2,33,Female,Mobile App,PayPal,0,644,0,1,0,0
458,Digital,Monthly,1.75,23,1,0.51,13.46,Europe,Finance,0.42,0,Desktop,,0.19,-21,0.51,2,65,Male,Referral,Debit Card,1,1065,1,1,1,1
459,Digital,Monthly,4.37,18,1,0.56,11.22,Europe,Politics,0.81,1,Desktop,,0.5,33,0.6,5,45,Female,Web,Credit Card,0,1323,0,1,0,0
460,Digital,Monthly,2.18,14,0,0.31,9.08,Europe,Politics,0.43,2,Mobile,Retention Offer,0.46,-20,0.25,4,34,Female,Web,Credit Card,0,1178,1,1,1,1
461,Digital,Monthly,2.82,7,2,0.3,5.23,Europe,Politics,0.66,0,Desktop,Newsletter Promo,0.3,-95,-0.24,1,55,Female,Mobile App,Credit Card,0,721,1,1,0,1
462,Digital,Monthly,2.05,18,0,0.73,17.77,Asia,Finance,0.37,2,Mobile,Retention Offer,0.02,-15,0.82,5,67,Male,Web,PayPal,0,1648,1,1,1,1
463,Digital,Monthly,5.61,9,2,0.87,6.96,North America,Politics,0.94,2,Mobile,Newsletter Promo,0.56,-19,0.28,1,66,Female,Mobile App,Credit Card,0,1233,1,1,1,0
464,Digital,Monthly,2.52,6,0,0.19,12.65,North America,Finance,0.54,0,Desktop,,0.35,55,0.47,3,61,Female,Referral,Credit Card,0,35,0,1,0,0
465,Digital,Annual,5.75,17,1,0.1,14.24,North America,Technology,0.94,2,Desktop,,0.18,-59,0.05,4,32,Female,Web,PayPal,0,368,0,1,0,0
466,Digital,Monthly,4.22,15,0,0.9,7.78,North America,Politics,0.96,2,Desktop,,0.21,-27,-0.52,5,48,Male,Mobile App,Credit Card,0,1465,0,0,1,1
467,Digital,Annual,3.72,19,2,0.35,14.15,North America,Politics,0.3,2,Desktop,Newsletter Promo,0.36,-60,0.2,2,24,Female,Referral,Credit Card,0,1119,1,1,1,0
468,Digital,Monthly,3.55,26,0,0.55,13.06,Asia,Culture,0.62,0,Desktop,Newsletter Promo,0.27,-38,0.85,3,63,Female,Referral,Debit Card,1,358,1,0,1,1
469,Digital,Annual,3.59,5,1,0.36,16.91,Europe,Environment,0.32,1,Mobile,,0.3,-79,0.4,2,47,Female,Mobile App,Credit Card,0,1377,1,1,1,1
470,Digital,Annual,0.11,26,1,0.13,8.12,Europe,Politics,0.94,1,Tablet,Newsletter Promo,0.05,-22,0.28,1,53,Female,Mobile App,Credit Card,0,385,0,1,0,0
471,Digital,Monthly,2.58,8,0,0.59,4.86,Europe,Politics,0.66,1,Mobile,,0.17,56,-0.43,3,66,Male,Web,Credit Card,0,641,1,0,1,0
472,Digital,Annual,4.27,20,0,0.53,7.98,Asia,Environment,0.35,2,Desktop,Newsletter Promo,0.14,-30,0.76,5,43,Male,Referral,PayPal,0,1252,0,1,1,0
473,Digital,Annual,2.93,12,1,0.2,10.84,Europe,Politics,0.38,2,Desktop,Survey,0.03,13,0.67,2,28,Male,Web,Credit Card,0,1588,0,1,1,0
474,Espresso,Monthly,0.89,24,1,0.45,10.23,Asia,Environment,0.57,1,Desktop,,0.14,-67,-0.89,2,23,Female,Web,Credit Card,1,72,0,1,1,1
475,Digital,Monthly,2.92,20,1,0.8,8.43,North America,Politics,0.96,1,Mobile,,0.2,-5,0.46,1,59,Female,Web,Credit Card,0,320,0,1,1,0
476,Digital,Monthly,5.56,25,2,0.59,2.36,Others,Culture,0.79,0,Tablet,Retention Offer,0.1,29,-0.12,1,46,Female,Mobile App,Debit Card,0,438,0,1,0,0
477,Digital+Print,Annual,4.87,7,3,0.1,11.88,Europe,Finance,0.91,1,Desktop,,0.17,53,0.15,4,45,Female,Web,Credit Card,0,1552,0,0,1,1
478,Digital,Annual,2.91,15,0,0.55,17.89,North America,Environment,0.56,1,Tablet,Survey,0.46,8,-0.41,4,32,Female,Mobile App,Credit Card,0,1368,0,1,0,0
479,Digital,Annual,4.43,12,0,0.7,11.86,Europe,Finance,0.33,1,Mobile,,0.66,-26,0.06,1,46,Male,Mobile App,Credit Card,0,166,1,0,1,0
480,Digital,Monthly,2.45,12,0,0.79,12.44,Europe,Technology,0.98,1,Desktop,Retention Offer,0.05,-82,-0.55,4,23,Male,Web,Credit Card,0,603,1,1,1,0
481,Digital,Annual,0.44,16,0,0.63,12.29,North America,Politics,0.31,2,Desktop,Newsletter Promo,0.27,24,-0.4,2,65,Female,Web,PayPal,1,859,1,0,1,0
482,Digital,Monthly,1.61,22,0,0.15,11.59,Europe,Politics,0.96,2,Desktop,Newsletter Promo,0.4,-81,0.26,1,29,Female,Web,PayPal,1,1726,0,1,1,0
483,Digital,Monthly,5.34,19,0,0.71,13.73,North America,Culture,0.56,1,Tablet,Retention Offer,0.46,60,-0.38,3,68,Female,Web,Credit Card,0,51,1,1,0,0
484,Digital+Print,Monthly,2.59,4,1,0.68,11.58,North America,Finance,0.31,0,Mobile,,0.45,15,0.21,1,33,Male,Web,Credit Card,0,297,1,0,1,0
485,Digital+Print,Monthly,2.63,21,0,0.02,8.75,Others,Environment,0.78,4,Mobile,Retention Offer,0.53,-7,0.05,5,63,Male,Web,Credit Card,0,542,0,1,1,0
486,Digital,Monthly,2.55,20,0,0.41,6.82,Europe,Finance,0.99,0,Mobile,Newsletter Promo,0.26,-19,1.19,5,55,Female,Mobile App,Credit Card,0,988,0,1,1,1
487,Digital,Monthly,5.86,27,1,0.33,9.0,Asia,Culture,0.98,1,Mobile,,0.55,-5,-0.32,1,26,Female,Mobile App,PayPal,0,1143,0,1,1,0
488,Digital,Monthly,5.44,16,0,0.67,11.26,Europe,Finance,0.41,0,Tablet,,0.1,3,-0.17,3,39,Female,Mobile App,Credit Card,0,1102,0,1,0,1
489,Digital,Monthly,6.33,27,0,0.22,8.74,North America,Environment,0.43,2,Mobile,,0.18,-97,-0.36,1,50,Male,Web,Credit Card,0,462,1,1,1,0
490,Digital,Monthly,2.76,8,2,0.59,11.26,Europe,Environment,0.7,2,Mobile,Survey,0.17,59,0.71,3,43,Female,Web,Credit Card,0,1439,1,1,0,1
491,Digital,Monthly,3.44,1,1,0.91,11.76,Europe,Finance,0.75,1,Mobile,Retention Offer,0.12,46,0.05,2,57,Male,Mobile App,PayPal,0,1648,0,0,1,0
492,Digital,Monthly,0.73,24,2,0.8,13.33,Others,Culture,0.82,3,Desktop,,0.14,30,-0.08,2,24,Female,Mobile App,PayPal,1,1162,1,0,1,1
493,Digital,Monthly,5.22,25,0,0.92,15.13,North America,Culture,0.43,0,Mobile,Newsletter Promo,0.04,-9,0.39,3,63,Female,Web,Credit Card,0,804,1,1,1,1
494,Digital,Monthly,1.25,17,0,0.98,10.31,Asia,Politics,0.97,0,Mobile,Newsletter Promo,0.08,-40,-0.44,4,49,Male,Web,Credit Card,1,1259,1,1,0,1
495,Digital,Monthly,3.33,8,2,0.01,4.77,Others,Technology,0.75,1,Mobile,Retention Offer,0.49,-63,-0.67,2,57,Male,Referral,Debit Card,0,129,0,1,0,0
496,Digital+Print,Monthly,1.35,5,2,0.62,8.62,Europe,Politics,0.89,1,Mobile,Retention Offer,0.27,17,0.14,5,60,Male,Web,Credit Card,1,1598,1,1,1,0
497,Digital+Print,Monthly,2.12,10,4,0.41,10.18,Others,Culture,0.68,1,Tablet,Newsletter Promo,0.45,33,0.08,1,41,Other,Web,Credit Card,0,1011,0,1,1,0
498,Digital+Print,Monthly,1.74,24,0,0.86,2.66,North America,Politics,0.59,1,Mobile,Newsletter Promo,0.25,-45,-0.37,4,58,Female,Web,PayPal,1,1791,0,1,1,0
499,Digital,Monthly,2.09,28,1,0.25,15.55,Others,Politics,0.98,0,Desktop,,0.11,67,0.18,5,68,Male,Mobile App,Credit Card,0,1070,0,1,1,0
500,Digital,Annual,2.19,5,2,0.98,10.57,Asia,Finance,0.71,2,Tablet,,0.34,20,0.92,1,56,Male,Mobile App,Credit Card,0,1170,0,1,1,0
501,Digital,Monthly,2.18,5,1,0.61,11.53,North America,Technology,0.91,0,Desktop,Survey,0.11,-20,0.22,5,55,Other,Web,PayPal,0,244,1,1,1,0
502,Espresso,Monthly,4.25,12,1,0.79,15.46,Others,Culture,0.97,1,Tablet,,0.54,5,-0.99,4,67,Female,Web,Credit Card,0,935,0,1,1,1
503,Digital,Monthly,1.34,10,3,0.09,7.48,Europe,Environment,0.77,1,Tablet,Newsletter Promo,0.52,19,0.71,3,54,Male,Web,PayPal,1,918,0,1,1,1
504,Espresso,Monthly,3.33,13,2,0.18,12.3,Europe,Finance,0.68,0,Mobile,Newsletter Promo,0.24,-32,0.99,1,36,Male,Web,Credit Card,0,558,0,1,1,0
505,Digital,Monthly,4.83,1,0,0.76,9.56,Europe,Politics,0.3,1,Desktop,Newsletter Promo,0.07,-18,0.26,5,60,Female,Web,Debit Card,0,1259,1,0,0,0
506,Digital,Monthly,2.23,7,0,0.02,9.26,North America,Technology,0.33,1,Mobile,Newsletter Promo,0.32,-59,0.09,5,22,Male,Web,Credit Card,0,1433,0,0,1,1
507,Espresso,Monthly,1.92,2,3,0.82,6.91,Europe,Technology,0.44,1,Mobile,,0.08,-2,-0.77,4,47,Male,Web,PayPal,1,610,1,1,0,0
508,Digital,Monthly,2.65,22,1,0.01,16.66,Asia,Finance,0.43,2,Desktop,,0.3,29,-0.43,4,42,Other,Mobile App,Credit Card,0,888,0,1,1,1
509,Digital,Monthly,4.77,20,1,0.66,8.5,North America,Finance,0.48,4,Desktop,Newsletter Promo,0.39,-73,-0.15,4,47,Female,Mobile App,Credit Card,0,1069,0,1,1,0
510,Digital+Print,Annual,3.29,2,0,0.37,12.8,North America,Finance,0.51,0,Desktop,Retention Offer,0.23,16,-0.37,3,42,Female,Mobile App,Credit Card,0,1736,0,1,1,0
511,Digital,Annual,2.2,0,1,0.61,2.5,North America,Finance,0.55,1,Desktop,Retention Offer,0.34,44,-0.25,2,26,Male,Mobile App,PayPal,0,1069,0,0,1,0
512,Digital,Annual,3.73,23,1,0.7,14.72,Europe,Culture,0.59,1,Mobile,Newsletter Promo,0.51,-31,0.06,5,44,Male,Referral,Credit Card,0,1697,0,1,1,0
513,Espresso,Annual,1.35,18,1,0.34,14.21,Asia,Finance,0.37,2,Desktop,Retention Offer,0.13,6,-0.34,3,41,Male,Referral,PayPal,0,670,0,1,1,0
514,Digital+Print,Monthly,4.02,17,0,0.11,10.39,Asia,Culture,0.33,2,Mobile,,0.13,22,0.76,5,57,Female,Web,Credit Card,0,1488,1,1,0,1
515,Digital,Monthly,3.61,16,1,0.07,9.09,Others,Finance,0.77,1,Mobile,Retention Offer,0.31,-32,0.04,3,60,Female,Web,PayPal,0,1453,1,1,1,0
516,Digital,Monthly,2.54,19,2,0.59,11.6,Europe,Politics,0.68,1,Desktop,,0.62,-62,0.25,1,55,Female,Mobile App,Credit Card,0,1348,0,1,0,0
517,Digital,Monthly,1.74,28,0,0.52,19.16,North America,Culture,0.61,2,Mobile,Newsletter Promo,0.19,34,0.25,2,32,Female,Mobile App,Credit Card,1,171,0,0,1,0
518,Digital+Print,Annual,1.67,23,3,0.74,2.95,Others,Technology,0.74,1,Desktop,Retention Offer,0.2,59,0.19,5,55,Female,Referral,Credit Card,1,651,1,1,1,0
519,Digital,Monthly,3.8,12,1,0.51,13.13,Asia,Politics,0.88,2,Desktop,,0.57,-97,0.02,4,43,Male,Mobile App,Credit Card,0,551,0,1,1,1
520,Digital,Annual,4.84,2,2,0.42,6.35,Europe,Technology,0.6,1,Mobile,,0.24,48,0.5,2,47,Male,Web,Credit Card,0,267,0,1,0,0
521,Digital,Monthly,2.04,29,0,0.4,9.92,Europe,Finance,0.75,1,Desktop,Newsletter Promo,0.2,59,0.6,5,28,Male,Web,PayPal,0,1508,1,1,1,0
522,Digital+Print,Annual,3.69,0,0,0.03,9.01,Others,Culture,0.97,0,Desktop,,0.04,-19,-1.03,1,46,Male,Web,Credit Card,0,65,1,0,0,1
523,Digital,Monthly,0.0,3,0,0.34,8.29,Asia,Finance,0.89,1,Mobile,Retention Offer,0.24,-4,-0.72,5,32,Male,Mobile App,PayPal,1,342,0,0,1,0
524,Espresso,Monthly,2.12,24,1,0.98,9.96,North America,Technology,0.6,0,Mobile,Newsletter Promo,0.15,41,-0.27,5,61,Female,Referral,Credit Card,0,1553,0,1,0,0
525,Digital,Monthly,2.95,12,0,0.87,5.46,Asia,Politics,0.75,1,Desktop,,0.14,-31,-0.56,5,26,Male,Web,Credit Card,0,65,0,1,1,0
526,Digital,Monthly,1.64,16,0,0.33,14.12,North America,Finance,0.42,1,Mobile,,0.23,-55,-0.37,2,59,Female,Mobile App,Debit Card,1,920,1,0,1,0
527,Espresso,Monthly,1.6,27,2,0.59,2.82,North America,Environment,0.69,2,Desktop,Newsletter Promo,0.24,47,-0.23,5,46,Female,Mobile App,Credit Card,1,472,0,0,1,0
528,Digital,Monthly,2.0,29,0,0.85,12.16,Europe,Culture,0.99,0,Mobile,Retention Offer,0.09,85,-0.13,4,32,Male,Web,PayPal,0,693,0,1,1,0
529,Digital+Print,Annual,3.44,10,2,0.44,8.69,North America,Politics,0.66,2,Desktop,,0.28,-2,-0.75,3,34,Male,Mobile App,Credit Card,0,1286,0,0,1,0
530,Digital,Monthly,2.72,1,0,0.02,5.32,North America,Politics,0.95,1,Tablet,Newsletter Promo,0.16,-21,-0.21,4,33,Male,Mobile App,Credit Card,0,920,0,1,1,0
531,Digital,Monthly,0.0,24,0,0.07,10.81,North America,Finance,0.59,1,Mobile,Retention Offer,0.4,-53,0.71,1,39,Male,Web,Credit Card,1,665,1,1,1,1
532,Digital,Monthly,0.0,15,0,0.51,3.77,Europe,Technology,1.0,0,Desktop,,0.32,-94,-0.13,2,57,Female,Web,Credit Card,1,902,1,1,1,0
533,Digital,Annual,2.09,1,2,0.97,10.16,Asia,Culture,0.71,1,Desktop,Survey,0.13,-61,0.3,3,66,Female,Web,Credit Card,0,1325,1,0,1,0
534,Digital,Monthly,3.69,28,2,0.69,4.31,Others,Technology,0.33,2,Desktop,Retention Offer,0.42,-42,-0.03,2,60,Female,Web,Credit Card,1,1336,0,0,1,0
535,Digital,Monthly,0.0,18,1,0.07,11.85,North America,Finance,0.71,0,Desktop,,0.16,-65,0.06,2,28,Male,Web,Credit Card,1,375,0,1,1,1
536,Espresso,Monthly,2.25,22,0,0.19,6.3,Europe,Culture,0.49,3,Desktop,,0.38,71,-0.06,5,55,Female,Web,Credit Card,0,1101,0,1,0,0
537,Digital,Monthly,2.21,18,1,0.77,8.2,Others,Finance,0.32,0,Desktop,Newsletter Promo,0.23,7,0.37,4,42,Female,Mobile App,PayPal,0,1169,0,1,0,0
538,Digital+Print,Monthly,5.08,24,0,0.84,11.18,North America,Politics,0.87,3,Desktop,,0.1,-70,-0.41,3,47,Male,Mobile App,Credit Card,1,915,1,0,1,0
539,Digital+Print,Monthly,2.42,15,2,0.62,6.91,Asia,Technology,0.49,0,Desktop,Survey,0.46,69,0.09,5,19,Male,Mobile App,PayPal,0,101,0,1,0,0
540,Digital,Monthly,3.57,21,1,0.64,9.77,Asia,Environment,0.86,2,Mobile,Newsletter Promo,0.11,-57,-0.29,3,18,Female,Mobile App,Credit Card,0,1747,0,1,1,0
541,Digital,Annual,3.21,18,3,0.03,3.94,North America,Culture,0.5,0,Tablet,Retention Offer,0.25,70,0.34,4,69,Male,Referral,PayPal,0,597,0,1,1,0
542,Digital+Print,Monthly,0.0,8,2,0.83,12.52,Asia,Technology,0.44,1,Mobile,Survey,0.32,-58,-0.55,5,55,Female,Mobile App,Credit Card,1,1010,1,1,1,0
543,Digital,Monthly,4.15,0,0,0.79,17.06,Asia,Technology,0.98,1,Mobile,,0.23,74,0.33,3,54,Male,Web,Credit Card,0,995,0,1,0,1
544,Digital,Monthly,3.32,9,0,0.26,21.17,North America,Environment,0.55,1,Mobile,Newsletter Promo,0.15,33,0.1,5,26,Male,Web,Credit Card,0,340,0,1,1,0
545,Espresso,Annual,3.76,18,0,0.71,10.36,North America,Finance,0.72,1,Mobile,,0.04,-8,-0.63,2,22,Female,Web,Credit Card,0,1274,0,0,0,0
546,Digital,Monthly,8.89,0,1,0.21,13.15,North America,Finance,0.73,1,Mobile,,0.38,93,0.87,1,67,Female,Mobile App,PayPal,0,1642,1,1,0,1
547,Digital+Print,Annual,0.0,1,0,0.04,2.88,North America,Environment,0.69,3,Mobile,,0.51,-15,0.28,3,41,Female,Mobile App,Credit Card,0,1578,0,0,1,0
548,Digital+Print,Monthly,5.59,15,1,0.2,16.01,Europe,Culture,0.94,4,Mobile,Survey,0.58,-92,-0.54,4,44,Male,Mobile App,Debit Card,0,327,1,1,1,1
549,Digital,Monthly,2.57,11,1,0.18,13.1,Europe,Finance,0.77,1,Desktop,Newsletter Promo,0.34,-90,0.08,3,47,Female,Mobile App,PayPal,0,1138,1,1,1,0
550,Digital,Monthly,3.43,7,3,0.34,8.06,North America,Finance,0.58,0,Mobile,Newsletter Promo,0.09,-21,-0.82,1,68,Male,Mobile App,Credit Card,0,1122,0,0,1,0
551,Digital,Annual,2.93,22,1,0.42,14.95,Others,Finance,0.9,0,Mobile,,0.14,8,-0.86,3,32,Male,Mobile App,Credit Card,0,1191,1,1,1,0
552,Espresso,Monthly,2.36,17,0,0.51,8.98,North America,Politics,0.43,0,Mobile,Newsletter Promo,0.35,17,0.6,3,64,Male,Referral,Debit Card,1,1548,0,0,1,0
553,Digital,Annual,2.15,1,0,0.48,8.17,North America,Environment,0.68,3,Mobile,,0.24,-83,-0.6,3,26,Female,Mobile App,Credit Card,0,137,1,1,1,1
554,Digital+Print,Annual,3.49,24,1,0.27,11.9,North America,Finance,0.97,1,Mobile,Newsletter Promo,0.03,52,0.39,4,63,Female,Mobile App,PayPal,0,561,0,1,1,0
555,Digital,Monthly,0.72,28,1,0.03,5.75,Europe,Culture,0.74,1,Desktop,Retention Offer,0.22,-4,0.58,1,54,Male,Mobile App,Debit Card,1,1531,0,0,1,0
556,Digital,Monthly,4.13,12,1,0.61,14.09,Europe,Politics,0.87,2,Tablet,,0.21,85,-0.49,1,47,Female,Web,PayPal,0,418,0,1,1,0
557,Digital,Monthly,2.38,5,1,0.4,5.78,North America,Finance,0.76,1,Desktop,,0.1,-71,1.04,4,66,Female,Web,PayPal,0,954,0,1,1,0
558,Digital+Print,Monthly,1.3,20,0,0.3,5.8,North America,Politics,0.89,1,Desktop,,0.22,14,0.05,3,32,Female,Web,PayPal,1,1737,1,0,1,0
559,Digital,Annual,2.32,25,2,0.87,6.36,Asia,Culture,0.96,2,Mobile,,0.09,-100,0.02,3,37,Female,Web,PayPal,0,1326,0,0,1,0
560,Digital,Annual,4.89,5,0,0.75,13.04,Others,Technology,0.49,1,Mobile,Retention Offer,0.35,90,-0.5,1,66,Female,Referral,Credit Card,0,1554,1,1,0,0
561,Digital,Monthly,2.2,8,2,0.86,7.53,North America,Technology,0.42,1,Mobile,Newsletter Promo,0.21,-4,-0.49,3,42,Male,Web,Credit Card,0,1609,0,1,1,0
562,Digital+Print,Monthly,3.54,15,0,0.49,4.61,North America,Politics,0.64,0,Desktop,,0.1,12,-1.1,2,26,Female,Web,PayPal,0,1078,1,1,1,0
563,Digital,Annual,1.9,10,2,0.13,7.58,Europe,Politics,0.79,0,Mobile,Newsletter Promo,0.45,-22,-0.39,3,62,Other,Web,Debit Card,0,1313,0,0,0,0
564,Digital+Print,Monthly,4.14,6,1,0.7,9.87,Asia,Politics,0.46,1,Desktop,,0.28,-72,0.58,3,39,Female,Web,Credit Card,0,419,0,0,1,1
565,Digital,Annual,4.03,9,1,0.21,5.28,North America,Politics,0.3,2,Mobile,,0.34,-35,-0.51,5,30,Male,Referral,Credit Card,0,553,0,1,0,0
566,Digital,Monthly,5.77,9,2,0.44,5.39,Others,Technology,0.54,2,Mobile,Newsletter Promo,0.32,80,-0.47,1,54,Male,Web,Credit Card,0,1480,1,0,1,1
567,Digital+Print,Monthly,2.74,29,3,0.07,18.45,Europe,Technology,0.98,0,Tablet,,0.51,4,-0.64,1,45,Other,Referral,PayPal,1,190,0,0,0,0
568,Digital+Print,Monthly,4.0,24,2,0.83,6.56,Europe,Technology,0.79,1,Desktop,Retention Offer,0.21,-82,-0.68,2,31,Male,Web,Credit Card,1,1075,0,0,0,0
569,Digital,Monthly,3.15,19,0,0.13,8.71,Europe,Finance,0.58,1,Desktop,,0.2,-35,0.44,2,47,Female,Referral,PayPal,0,146,0,1,1,1
570,Digital,Monthly,4.94,17,1,0.9,8.53,Others,Politics,0.43,2,Desktop,Newsletter Promo,0.41,11,-0.61,2,56,Male,Mobile App,Debit Card,0,1557,1,1,1,0
571,Digital+Print,Monthly,1.92,27,1,0.86,8.31,Asia,Politics,0.55,1,Desktop,Retention Offer,0.16,79,-0.07,1,22,Male,Mobile App,Credit Card,1,1793,0,1,0,1
572,Digital,Monthly,4.12,23,2,0.46,12.49,North America,Politics,0.42,3,Desktop,,0.16,58,-0.18,5,29,Female,Web,Debit Card,0,921,0,1,0,1
573,Digital,Annual,2.71,19,1,0.74,13.79,North America,Culture,0.37,0,Tablet,,0.24,-41,0.48,5,52,Male,Mobile App,Debit Card,0,1234,0,1,0,0
574,Digital,Annual,2.9,28,1,0.62,8.78,Europe,Technology,0.93,1,Mobile,,0.3,16,-0.42,4,58,Male,Mobile App,Debit Card,0,548,1,1,1,0
575,Digital,Monthly,3.14,8,1,0.8,5.05,North America,Politics,1.0,1,Desktop,,0.24,-33,-0.22,1,59,Male,Web,Credit Card,0,924,1,0,0,0
576,Digital+Print,Monthly,3.38,14,1,0.43,15.1,Asia,Politics,0.41,3,Desktop,,0.23,-8,-0.55,4,18,Female,Web,Credit Card,0,94,0,1,1,0
577,Digital,Monthly,2.83,3,0,0.79,9.62,Asia,Culture,0.34,3,Mobile,Newsletter Promo,0.15,57,-0.32,3,63,Male,Referral,PayPal,0,1702,0,1,1,0
578,Digital,Monthly,3.32,7,2,0.46,16.92,Asia,Technology,0.53,1,Desktop,,0.19,40,-0.45,2,18,Male,Web,Credit Card,0,726,0,1,1,1
579,Espresso,Monthly,5.37,8,1,0.94,1.02,Others,Technology,0.62,1,Tablet,,0.27,42,-0.07,4,59,Female,Referral,Credit Card,0,1749,0,1,1,0
580,Digital+Print,Monthly,4.48,12,0,0.49,10.78,North America,Finance,0.44,1,Mobile,Newsletter Promo,0.06,47,0.8,4,60,Male,Mobile App,Debit Card,0,113,0,1,1,0
581,Digital+Print,Monthly,4.3,8,2,0.46,17.67,Asia,Politics,0.51,1,Mobile,,0.4,61,-0.1,1,37,Male,Web,PayPal,0,74,1,0,1,1
582,Digital+Print,Monthly,2.32,25,1,0.79,8.59,Asia,Environment,0.44,1,Mobile,Survey,0.35,47,0.59,2,51,Female,Web,Credit Card,0,1685,0,1,1,1
583,Digital,Monthly,1.67,3,1,0.82,9.1,North America,Culture,0.84,1,Desktop,Retention Offer,0.48,-51,0.47,2,51,Female,Referral,Credit Card,1,1401,1,1,1,0
584,Digital,Monthly,4.43,16,1,0.55,11.18,Asia,Finance,0.8,0,Desktop,Survey,0.33,-12,-0.02,5,41,Male,Mobile App,PayPal,0,125,0,1,0,0
585,Digital+Print,Annual,4.31,15,3,0.18,7.76,North America,Culture,0.74,0,Mobile,Retention Offer,0.04,54,0.48,4,45,Female,Web,PayPal,0,778,1,1,1,0
586,Digital+Print,Monthly,5.21,14,1,0.47,8.75,Asia,Culture,0.57,1,Desktop,Newsletter Promo,0.33,57,0.12,5,28,Female,Mobile App,Credit Card,0,127,0,1,1,0
587,Digital+Print,Monthly,2.09,2,0,0.97,8.65,Europe,Politics,0.94,2,Mobile,Newsletter Promo,0.23,83,-0.71,4,25,Male,Web,Credit Card,0,285,0,0,1,0
588,Digital,Monthly,2.66,24,0,0.75,7.49,North America,Finance,0.98,1,Desktop,,0.35,92,-0.02,1,52,Female,Mobile App,PayPal,0,566,0,1,1,1
589,Digital,Monthly,0.54,19,2,0.81,14.92,Europe,Politics,0.42,1,Mobile,Retention Offer,0.1,-2,0.1,1,58,Male,Web,Credit Card,1,450,0,0,1,0
590,Digital+Print,Annual,2.41,4,1,0.03,11.84,Europe,Politics,0.46,0,Mobile,,0.23,82,0.88,3,33,Male,Web,Credit Card,0,1824,0,1,1,0
591,Digital,Monthly,4.49,22,0,0.47,11.0,North America,Technology,0.67,2,Desktop,,0.5,12,-0.47,4,33,Female,Web,Credit Card,0,1218,1,1,1,0
592,Digital,Annual,2.3,4,0,0.65,13.23,North America,Politics,0.36,1,Mobile,,0.4,6,0.23,4,59,Male,Web,Credit Card,0,1186,1,1,0,0
593,Digital,Monthly,3.96,19,1,0.83,8.94,Europe,Culture,0.61,2,Mobile,,0.16,-77,-0.62,2,23,Female,Mobile App,Credit Card,0,1540,0,1,1,1
594,Digital,Monthly,2.71,14,0,0.05,6.9,Europe,Environment,0.71,0,Mobile,Survey,0.35,-76,0.77,2,37,Male,Mobile App,PayPal,0,1295,0,1,1,0
595,Digital+Print,Annual,3.49,17,2,0.85,7.59,Asia,Politics,0.67,0,Mobile,,0.26,80,0.61,5,69,Male,Mobile App,Credit Card,0,1197,0,0,1,0
596,Digital,Monthly,1.28,14,0,0.55,10.01,Others,Finance,0.53,1,Mobile,,0.19,-90,-0.6,3,69,Male,Mobile App,Debit Card,0,223,0,1,1,0
597,Digital+Print,Monthly,3.13,1,0,0.2,5.76,Europe,Culture,0.68,2,Tablet,,0.19,-7,0.87,1,28,Male,Web,PayPal,0,1566,0,0,1,0
598,Digital,Monthly,0.0,28,2,0.32,8.0,Asia,Culture,0.97,1,Desktop,,0.22,-41,0.54,4,25,Female,Mobile App,PayPal,1,108,1,1,1,0
599,Digital+Print,Monthly,2.72,12,0,0.28,7.94,Europe,Culture,0.44,2,Desktop,,0.3,74,0.63,5,37,Female,Referral,Credit Card,0,925,1,0,1,0
600,Digital,Annual,0.55,3,2,0.53,18.5,Asia,Finance,0.76,1,Tablet,Newsletter Promo,0.12,52,0.78,3,49,Female,Web,PayPal,1,899,1,0,1,0
601,Digital+Print,Monthly,4.81,9,1,0.05,0.0,North America,Finance,0.33,0,Mobile,,0.45,-76,0.56,2,50,Female,Web,Debit Card,0,214,0,1,1,0
602,Digital,Monthly,4.17,12,1,0.16,9.28,North America,Technology,0.35,1,Mobile,Retention Offer,0.61,44,-0.17,3,23,Female,Mobile App,Credit Card,0,537,1,0,1,0
